Ticker,Security_Name,GICS_Sector,Bid_Ask_Spread_Bps,Commission_Bps,Market_Impact_Bps_Per_1M,Avg_Daily_Volume_M,Avg_Daily_Dollar_Volume_M,Liquidity_Bucket,Total_Oneway_Cost_Bps,Total_Roundtrip_Cost_Bps,Cost_Low_Urgency_Bps,Cost_Medium_Urgency_Bps,Cost_High_Urgency_Bps,Max_Participation_Rate_Pct,Days_To_Liquidate,TCost_Model_ID,Model_Name,As_Of_Date
SYN268,Synthetic Company 268,Consumer Staples,49.75,2.9,72.19,19.66,2962.84,5,63.87,127.73,44.71,63.87,95.8,10.53,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN269,Synthetic Company 269,Financials,50.09,4.45,81.04,5.25,2122.9,4,70.02,140.03,49.01,70.02,105.02,7.52,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN270,Synthetic Company 270,Consumer Staples,47.36,4.38,68.19,1.03,449.36,2,62.16,124.31,43.51,62.16,93.23,8.84,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN271,Synthetic Company 271,Energy,49.86,2.28,78.78,5.87,832.89,3,66.6,133.2,46.62,66.6,99.9,9.3,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN272,Synthetic Company 272,Consumer Staples,51.3,4.32,72.47,2.18,666.11,2,66.2,132.4,46.34,66.2,99.3,9.41,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN273,Synthetic Company 273,Utilities,54.14,1.15,73.78,6.04,2692.69,5,65.11,130.21,45.57,65.11,97.66,12.61,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN274,Synthetic Company 274,Energy,52.57,3.39,89.41,0.7,347.05,2,74.38,148.75,52.06,74.38,111.56,11.18,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN275,Synthetic Company 275,Energy,56.14,1.92,88.24,1.31,276.47,1,74.11,148.22,51.88,74.11,111.17,7.85,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN276,Synthetic Company 276,Communication Services,47.62,1.48,84.75,9.77,1569.6,4,67.67,135.34,47.37,67.67,101.5,10.51,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN277,Synthetic Company 277,Health Care,52.38,1.31,70.89,1.56,580.86,2,62.94,125.88,44.06,62.94,94.41,11.05,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN278,Synthetic Company 278,Communication Services,50.5,3.79,77.4,9.12,4020.18,5,67.74,135.47,47.42,67.74,101.6,12.29,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN279,Synthetic Company 279,Health Care,56.22,2.36,89.17,2.02,647.11,2,75.05,150.11,52.54,75.05,112.58,13.24,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN280,Synthetic Company 280,Materials,47.26,3.9,80.64,5.5,1068.01,3,67.85,135.7,47.5,67.85,101.78,8.04,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN281,Synthetic Company 281,Consumer Staples,47.16,1.26,98.06,6.27,1165.19,3,73.87,147.75,51.71,73.87,110.81,8.45,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN282,Synthetic Company 282,Utilities,47.87,2.26,82.64,3.96,496.24,2,67.52,135.03,47.26,67.52,101.27,7.56,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN283,Synthetic Company 283,Real Estate,43.33,3.16,81.07,2.15,161.0,1,65.36,130.72,45.75,65.36,98.04,9.6,0.3,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN284,Synthetic Company 284,Energy,48.08,4.16,77.0,1.57,635.79,2,66.7,133.4,46.69,66.7,100.05,11.01,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN285,Synthetic Company 285,Information Technology,47.71,2.28,81.06,0.18,26.41,1,66.66,133.32,46.66,66.66,99.99,11.98,1.3,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN286,Synthetic Company 286,Energy,50.21,3.5,78.41,2.08,299.0,2,67.81,135.62,47.47,67.81,101.72,9.9,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN287,Synthetic Company 287,Industrials,50.71,4.54,85.17,5.65,2781.63,5,72.48,144.97,50.74,72.48,108.72,9.43,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN288,Synthetic Company 288,Real Estate,55.56,3.46,87.55,14.0,2109.85,4,75.02,150.04,52.52,75.02,112.53,10.32,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN289,Synthetic Company 289,Materials,52.5,1.93,73.17,10.63,813.77,3,64.77,129.54,45.34,64.77,97.15,8.41,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN290,Synthetic Company 290,Consumer Discretionary,48.17,1.1,69.19,7.38,2110.4,4,59.77,119.55,41.84,59.77,89.66,14.2,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN291,Synthetic Company 291,Utilities,46.99,4.48,64.82,8.12,966.65,3,60.38,120.77,42.27,60.38,90.58,6.85,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN292,Synthetic Company 292,Real Estate,51.42,1.09,83.98,5.52,2497.35,5,68.79,137.58,48.15,68.79,103.18,10.38,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN293,Synthetic Company 293,Industrials,45.81,4.5,70.82,1.76,542.52,2,62.81,125.63,43.97,62.81,94.22,14.1,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN294,Synthetic Company 294,Utilities,55.43,3.12,62.67,11.96,5488.52,5,62.17,124.33,43.52,62.17,93.25,10.03,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN295,Synthetic Company 295,Real Estate,53.39,4.76,82.88,5.72,1538.07,4,72.89,145.79,51.03,72.89,109.34,9.65,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN296,Synthetic Company 296,Health Care,48.23,4.2,99.38,4.52,489.95,2,78.0,155.99,54.6,78.0,117.0,9.37,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN297,Synthetic Company 297,Communication Services,44.77,4.99,79.81,0.69,143.02,1,67.28,134.56,47.1,67.28,100.92,9.66,0.3,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN298,Synthetic Company 298,Energy,53.93,2.4,86.5,3.11,1136.48,3,72.62,145.23,50.83,72.62,108.92,12.78,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN299,Synthetic Company 299,Consumer Staples,49.44,4.07,80.32,3.32,825.93,3,68.95,137.9,48.26,68.95,103.42,5.62,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN300,Synthetic Company 300,Energy,53.66,2.61,79.13,10.05,2535.28,5,69.0,138.01,48.3,69.0,103.51,13.08,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN301,Synthetic Company 301,Real Estate,45.01,2.92,87.03,4.18,409.01,2,68.94,137.88,48.26,68.94,103.41,7.2,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN302,Synthetic Company 302,Consumer Discretionary,47.88,3.51,77.18,2.75,1316.68,4,66.04,132.08,46.23,66.04,99.06,9.54,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN303,Synthetic Company 303,Materials,49.78,4.49,81.77,19.08,4725.26,5,70.27,140.54,49.19,70.27,105.4,9.19,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN304,Synthetic Company 304,Utilities,50.01,4.94,82.37,0.73,160.31,1,71.12,142.25,49.79,71.12,106.68,11.21,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN305,Synthetic Company 305,Materials,48.48,4.07,74.38,2.94,165.94,1,65.5,131.0,45.85,65.5,98.25,6.84,0.4,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN306,Synthetic Company 306,Health Care,51.87,2.67,87.94,0.21,104.0,1,72.57,145.15,50.8,72.57,108.86,10.92,0.4,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN307,Synthetic Company 307,Industrials,46.76,2.69,78.54,6.78,1158.79,3,65.33,130.67,45.73,65.33,98.0,14.06,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN308,Synthetic Company 308,Materials,49.21,3.95,73.38,12.92,5156.61,5,65.25,130.49,45.67,65.25,97.87,7.36,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN309,Synthetic Company 309,Utilities,50.16,1.96,83.98,1.86,114.8,1,69.03,138.06,48.32,69.03,103.54,10.42,0.3,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN310,Synthetic Company 310,Energy,51.26,1.44,72.38,10.08,4104.65,5,63.26,126.53,44.28,63.26,94.9,8.74,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN311,Synthetic Company 311,Consumer Staples,51.87,2.42,79.82,2.02,864.16,3,68.26,136.52,47.78,68.26,102.39,10.91,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN312,Synthetic Company 312,Utilities,46.44,2.15,79.64,12.29,1550.68,4,65.19,130.38,45.63,65.19,97.78,10.08,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN313,Synthetic Company 313,Real Estate,45.04,2.19,88.13,7.41,288.47,2,68.77,137.54,48.14,68.77,103.15,8.8,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN314,Synthetic Company 314,Real Estate,53.48,1.93,83.25,8.56,913.47,3,70.3,140.6,49.21,70.3,105.45,11.05,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN315,Synthetic Company 315,Communication Services,50.65,1.17,79.26,0.48,17.36,1,66.12,132.24,46.28,66.12,99.18,13.69,1.7,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN316,Synthetic Company 316,Communication Services,47.64,1.07,86.37,16.58,7690.09,5,68.08,136.15,47.65,68.08,102.11,9.64,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN317,Synthetic Company 317,Health Care,54.29,4.95,90.56,6.89,1704.91,4,77.38,154.76,54.17,77.38,116.07,11.52,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN318,Synthetic Company 318,Consumer Discretionary,50.17,2.71,84.19,2.01,544.13,2,69.89,139.79,48.93,69.89,104.84,7.45,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN319,Synthetic Company 319,Consumer Staples,53.29,2.54,79.7,9.12,1778.3,4,69.03,138.06,48.32,69.03,103.55,8.14,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN320,Synthetic Company 320,Health Care,49.94,3.72,69.09,1.95,356.68,2,63.23,126.47,44.26,63.23,94.85,11.0,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN321,Synthetic Company 321,Consumer Staples,56.16,1.87,71.44,10.33,1770.78,4,65.67,131.35,45.97,65.67,98.51,12.97,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN322,Synthetic Company 322,Information Technology,54.96,4.8,77.09,0.93,161.19,1,70.83,141.65,49.58,70.83,106.24,10.78,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN323,Synthetic Company 323,Health Care,48.92,4.15,74.6,6.46,2037.82,4,65.9,131.81,46.13,65.9,98.85,9.45,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN324,Synthetic Company 324,Health Care,52.74,1.36,78.23,4.09,2023.7,4,66.84,133.69,46.79,66.84,100.26,10.04,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN325,Synthetic Company 325,Materials,51.87,2.67,80.34,0.59,119.58,1,68.78,137.55,48.14,68.78,103.16,7.51,0.4,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN326,Synthetic Company 326,Financials,53.73,4.52,83.65,1.81,340.36,2,73.2,146.4,51.24,73.2,109.8,11.29,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN327,Synthetic Company 327,Information Technology,47.09,4.78,79.42,0.1,25.03,1,68.03,136.06,47.62,68.03,102.05,11.77,1.4,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN328,Synthetic Company 328,Energy,51.68,2.87,83.31,3.58,1391.57,4,70.37,140.73,49.26,70.37,105.55,9.18,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN329,Synthetic Company 329,Utilities,53.02,3.45,80.27,1.97,736.95,3,70.09,140.19,49.07,70.09,105.14,9.1,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN330,Synthetic Company 330,Information Technology,44.55,1.67,63.92,4.76,773.51,3,55.9,111.8,39.13,55.9,83.85,10.57,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN331,Synthetic Company 331,Health Care,46.18,4.96,72.06,2.07,625.63,2,64.08,128.17,44.86,64.08,96.13,9.19,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN332,Synthetic Company 332,Information Technology,43.51,1.93,78.26,2.2,495.95,2,62.81,125.62,43.97,62.81,94.22,9.95,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN333,Synthetic Company 333,Information Technology,48.93,4.77,69.92,7.08,883.89,3,64.2,128.39,44.94,64.2,96.3,14.26,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN334,Synthetic Company 334,Real Estate,51.85,3.6,84.33,0.58,36.45,1,71.69,143.38,50.18,71.69,107.54,9.57,1.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN335,Synthetic Company 335,Industrials,54.17,3.43,91.73,12.03,5696.76,5,76.38,152.76,53.47,76.38,114.57,9.36,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN336,Synthetic Company 336,Materials,49.99,3.05,89.39,9.82,983.83,3,72.74,145.48,50.92,72.74,109.11,8.76,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN337,Synthetic Company 337,Consumer Discretionary,54.8,1.92,78.16,5.61,2649.6,5,68.4,136.8,47.88,68.4,102.6,11.51,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN338,Synthetic Company 338,Industrials,45.54,1.71,91.43,4.85,377.07,2,70.19,140.39,49.14,70.19,105.29,9.71,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN339,Synthetic Company 339,Materials,44.74,1.88,80.96,11.3,425.39,2,64.74,129.47,45.31,64.74,97.1,8.73,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN340,Synthetic Company 340,Real Estate,49.52,1.75,76.81,1.37,555.8,2,64.91,129.82,45.44,64.91,97.37,12.71,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN341,Synthetic Company 341,Industrials,51.07,4.12,74.97,0.5,134.95,1,67.14,134.27,47.0,67.14,100.7,12.86,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN342,Synthetic Company 342,Consumer Discretionary,49.7,2.4,77.27,1.59,230.52,1,65.89,131.77,46.12,65.89,98.83,8.84,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN343,Synthetic Company 343,Financials,43.61,1.23,76.6,8.12,4046.17,5,61.34,122.68,42.94,61.34,92.01,6.31,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN344,Synthetic Company 344,Financials,49.56,4.88,81.09,0.37,118.7,1,70.2,140.4,49.14,70.2,105.3,12.05,0.3,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN345,Synthetic Company 345,Utilities,45.75,4.54,80.75,4.75,2056.01,4,67.79,135.57,47.45,67.79,101.68,8.71,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN346,Synthetic Company 346,Materials,51.86,4.71,79.79,27.11,4094.84,5,70.54,141.08,49.38,70.54,105.81,11.61,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN347,Synthetic Company 347,Utilities,50.74,4.98,82.93,10.08,4374.54,5,71.81,143.62,50.27,71.81,107.72,6.14,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN348,Synthetic Company 348,Utilities,46.93,1.7,89.14,3.96,1126.84,3,69.73,139.46,48.81,69.73,104.59,11.84,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN349,Synthetic Company 349,Materials,48.3,2.58,87.36,0.5,99.67,1,70.41,140.83,49.29,70.41,105.62,7.61,0.5,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN350,Synthetic Company 350,Energy,46.55,4.03,67.69,9.21,2375.43,4,61.15,122.31,42.81,61.15,91.73,11.52,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN351,Synthetic Company 351,Industrials,49.73,3.78,59.44,4.66,1621.91,4,58.37,116.74,40.86,58.37,87.55,10.05,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN352,Synthetic Company 352,Communication Services,52.54,1.62,86.97,0.97,250.12,1,71.37,142.74,49.96,71.37,107.06,8.16,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN353,Synthetic Company 353,Financials,46.83,4.26,68.73,0.73,248.04,1,62.04,124.08,43.43,62.04,93.06,9.23,0.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN354,Synthetic Company 354,Energy,51.18,1.9,77.69,12.38,4610.61,5,66.33,132.67,46.43,66.33,99.5,11.45,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN355,Synthetic Company 355,Energy,48.08,1.9,70.12,5.9,812.46,3,61.0,121.99,42.7,61.0,91.5,10.29,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN356,Synthetic Company 356,Materials,47.56,3.15,65.49,8.91,1605.95,4,59.67,119.35,41.77,59.67,89.51,11.18,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN357,Synthetic Company 357,Utilities,49.42,3.37,83.93,10.85,3437.65,5,70.05,140.09,49.03,70.05,105.07,14.01,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN358,Synthetic Company 358,Industrials,46.83,3.32,85.98,4.31,1907.14,4,69.73,139.46,48.81,69.73,104.59,6.88,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN359,Synthetic Company 359,Real Estate,48.33,1.37,75.37,3.65,1521.8,4,63.22,126.43,44.25,63.22,94.82,13.24,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN360,Synthetic Company 360,Real Estate,46.28,4.51,59.07,2.96,1113.91,3,57.19,114.37,40.03,57.19,85.78,10.24,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN361,Synthetic Company 361,Health Care,55.68,2.06,75.3,2.14,820.38,3,67.55,135.11,47.29,67.55,101.33,8.25,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN362,Synthetic Company 362,Consumer Staples,50.0,1.52,82.97,2.97,939.49,3,68.0,136.0,47.6,68.0,102.0,7.36,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN363,Synthetic Company 363,Information Technology,47.66,4.55,67.79,7.7,1114.32,3,62.28,124.57,43.6,62.28,93.42,9.68,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN364,Synthetic Company 364,Energy,50.34,4.82,81.0,4.94,352.15,2,70.5,141.0,49.35,70.5,105.75,11.91,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN365,Synthetic Company 365,Consumer Staples,49.5,4.45,79.62,11.33,4797.57,5,69.01,138.02,48.31,69.01,103.51,9.78,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN366,Synthetic Company 366,Communication Services,49.04,4.24,84.17,3.26,337.41,2,70.84,141.68,49.59,70.84,106.26,13.09,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN367,Synthetic Company 367,Consumer Discretionary,51.48,3.62,80.4,5.07,506.48,2,69.56,139.12,48.69,69.56,104.34,7.18,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN368,Synthetic Company 368,Industrials,52.05,3.2,71.87,5.24,973.84,3,65.16,130.33,45.62,65.16,97.75,10.03,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN369,Synthetic Company 369,Real Estate,48.39,1.35,89.55,4.5,1971.27,4,70.32,140.63,49.22,70.32,105.48,7.5,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN370,Synthetic Company 370,Consumer Discretionary,48.22,2.63,78.66,6.12,2349.17,4,66.07,132.15,46.25,66.07,99.11,10.74,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN371,Synthetic Company 371,Consumer Staples,49.17,2.49,79.77,1.36,239.11,1,66.96,133.92,46.87,66.96,100.44,11.78,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN372,Synthetic Company 372,Financials,42.83,2.04,72.13,3.88,908.03,3,59.52,119.04,41.66,59.52,89.28,9.22,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN373,Synthetic Company 373,Health Care,45.09,3.89,75.89,0.95,65.61,1,64.39,128.78,45.07,64.39,96.58,5.0,1.2,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN374,Synthetic Company 374,Utilities,53.9,2.98,72.61,2.65,1103.3,3,66.24,132.48,46.37,66.24,99.36,10.44,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN375,Synthetic Company 375,Materials,54.64,1.32,78.16,3.67,478.78,2,67.72,135.45,47.41,67.72,101.59,10.94,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN376,Synthetic Company 376,Materials,48.92,1.88,93.18,5.65,2724.51,5,72.93,145.86,51.05,72.93,109.4,10.88,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN377,Synthetic Company 377,Energy,51.45,3.73,68.59,15.34,7004.44,5,63.75,127.51,44.63,63.75,95.63,12.53,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN378,Synthetic Company 378,Communication Services,50.57,1.3,66.52,5.0,1923.43,4,59.85,119.7,41.89,59.85,89.77,7.94,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN379,Synthetic Company 379,Communication Services,59.12,4.4,91.59,6.94,1206.62,3,79.76,159.51,55.83,79.76,119.64,11.39,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN380,Synthetic Company 380,Industrials,53.07,2.98,77.88,3.84,446.6,2,68.46,136.92,47.92,68.46,102.69,12.45,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN381,Synthetic Company 381,Information Technology,49.34,2.92,74.22,5.33,1546.18,4,64.71,129.41,45.29,64.71,97.06,6.5,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN382,Synthetic Company 382,Materials,47.06,3.37,88.2,0.45,28.9,1,71.0,142.0,49.7,71.0,106.5,10.66,1.3,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN383,Synthetic Company 383,Energy,45.01,4.3,74.89,1.66,455.6,2,64.25,128.49,44.97,64.25,96.37,9.03,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN384,Synthetic Company 384,Consumer Staples,50.31,2.39,94.14,2.58,416.39,2,74.61,149.23,52.23,74.61,111.92,9.9,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN385,Synthetic Company 385,Energy,47.36,3.71,84.85,3.61,393.3,2,69.82,139.64,48.87,69.82,104.73,10.78,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN386,Synthetic Company 386,Utilities,45.69,3.26,76.03,0.28,22.62,1,64.12,128.24,44.89,64.12,96.18,9.04,2.0,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN387,Synthetic Company 387,Consumer Discretionary,47.85,2.07,96.93,0.99,127.01,1,74.46,148.91,52.12,74.46,111.68,8.7,0.4,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN388,Synthetic Company 388,Industrials,46.63,4.51,74.96,1.76,533.18,2,65.31,130.62,45.72,65.31,97.97,10.1,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
SYN389,Synthetic Company 389,Energy,54.69,4.19,85.35,18.21,1671.81,4,74.21,148.42,51.95,74.21,111.31,7.91,0.1,TCOST_MARKET_IMPACT_V1,Market Impact Transaction Cost Model,2025-12-05
